Date,7d Positive Rate,7d Wander Rate,7d Density,7d Tests,7d Positive Tests,Daily Positive Rate,Hospital Cases,ICU Cases,Annotations,(Blank),New Tests,Positive Tests,New Deaths
2020-04-25,0.07920170704154637,38.09458349486656,5.821472216042272,1138.142857142857,90.14285714285714,0.0847084708470847,172.42857142857142,73.28571428571429,,-,909,77,2
2020-04-24,0.0770922261027034,37.66289219705103,5.079135896303264,1104.4285714285713,85.14285714285714,0.08214747736093143,169.57142857142858,71.85714285714286,,-,1546,127,0
2020-04-23,0.07630853994490358,37.4704048774641,4.4704672235186935,1037.142857142857,79.14285714285714,0.06666666666666667,167.42857142857142,70.42857142857143,,-,1425,95,2
2020-04-22,0.0792619926199262,37.351416385456105,4.0404904875405325,967.8571428571429,76.71428571428571,0.11322248614410134,164.85714285714286,67.57142857142857,,-,1263,143,1
2020-04-21,0.0783661119515885,37.72941075737078,3.66948066423567,944.2857142857143,74.0,0.0726643598615917,162.57142857142858,67.57142857142857,,-,1156,84,0
2020-04-20,0.08024199968157937,37.937715028162124,3.3654258970250237,897.2857142857143,72.0,0.05815831987075929,158.0,64.71428571428571,,-,1238,72,1
2020-04-19,0.08644268107378018,38.4282891101196,3.3967345656988344,846.1428571428571,73.14285714285714,0.07674418604651163,154.71428571428572,62.0,,-,430,33,0
2020-04-18,0.08671618586975298,37.3367059066289,3.1247798008504843,827.0,71.71428571428571,0.06240713224368499,151.28571428571428,60.57142857142857,,-,673,42,4
2020-04-17,0.0881770739607702,37.39321992684635,3.1735630752957222,793.8571428571429,70.0,0.07906976744186046,149.42857142857142,57.714285714285715,,-,1075,85,3
2020-04-16,0.08941877794336811,37.19706128993228,3.1098200274227246,766.8571428571429,68.57142857142857,0.08297872340425531,146.42857142857142,59.285714285714285,,-,940,78,3
2020-04-15,0.09658650116369279,36.79200046970467,2.916376737935938,736.5714285714286,71.14285714285714,0.11293260473588343,145.57142857142858,57.857142857142854,,-,1098,124,3
2020-04-14,0.09510086455331412,36.316539172895126,2.920062011024537,694.0,66.0,0.08464328899637243,145.14285714285714,54.42857142857143,,-,827,70,0
2020-04-13,0.09591879013880257,35.88332784248083,2.7369936474614875,689.5714285714286,66.14285714285714,0.09090909090909091,144.57142857142858,56.42857142857143,,-,880,80,0
2020-04-12,0.0942120828052387,35.22706005065472,2.646211181869646,676.2857142857143,63.714285714285715,0.0777027027027027,144.0,59.142857142857146,,-,296,23,1
2020-04-11,0.09576931172384762,35.33089062632361,2.828499251602743,678.7142857142857,65.0,0.06802721088435375,144.85714285714286,60.142857142857146,,-,441,30,1
2020-04-10,0.09951507484714316,35.19059409306232,2.758585918443844,677.5714285714286,67.42857142857143,0.08465011286681716,144.71428571428572,63.857142857142854,,-,886,75,0
2020-04-09,0.09991460290350128,35.747828494588035,2.8132860069308583,669.1428571428571,66.85714285714286,0.13186813186813187,143.57142857142858,63.42857142857143,,-,728,96,0
2020-04-08,0.09117833721176222,36.51791617804261,2.9478891776099245,675.2857142857143,61.57142857142857,0.11,141.14285714285714,66.57142857142857,,-,800,88,2
2020-04-07,0.08983258472846059,37.47188021254977,2.9045654749621606,699.7142857142857,62.857142857142854,0.08919597989949749,136.0,66.71428571428571,,-,796,71,1
2020-04-06,0.09527720739219712,38.451668574917115,3.0805167635921364,695.7142857142857,66.28571428571429,0.08005082592121983,,,,-,787,63,0
2020-04-05,0.09637578457177566,39.30843908896735,3.214270060099725,705.5714285714286,68.0,0.10223642172523961,,,,-,313,32,0
2020-04-04,0.09795918367346938,40.083725636807465,3.477770716022193,700.0,68.57142857142857,0.10854503464203233,,,,-,433,47,1
2020-04-03,0.10126324368378158,40.221796057680436,3.751273231579362,701.1428571428571,71.0,0.08585247883917775,,,,-,827,71,0
2020-04-02,0.10396659707724426,40.17542763585858,4.103335448682093,684.2857142857143,71.14285714285714,0.07652399481193256,,,,-,771,59,3
2020-04-01,0.11024474767164825,40.21994961877545,4.475933172223407,659.5714285714286,72.71428571428571,0.09989701338825953,,,,-,971,97,3
2020-03-31,0.11252900232018562,40.3012574281521,4.7997050041344815,615.7142857142857,69.28571428571429,0.12369791666666667,,,,-,768,95,3
2020-03-30,0.10795718939041414,40.28892162850651,5.19564031261671,614.0,66.28571428571429,0.08761682242990654,,,,-,856,75,0
2020-03-29,0.10754985754985755,40.33941291347572,5.606056067074824,601.7142857142857,64.71428571428571,0.13138686131386862,,,,-,274,36,0
2020-03-28,0.10639827462257369,40.466873116642546,5.721811544692238,596.1428571428571,63.42857142857143,0.14512471655328799,,,,-,441,64,1
2020-03-27,0.0996520874751491,39.95991594856154,5.2746812164504595,574.8571428571429,57.285714285714285,0.10155148095909731,,,,-,709,72,2
2020-03-26,0.09424958243855881,39.76335502514626,5.040213229323329,598.7142857142857,56.42857142857143,0.11705685618729098,,,,-,598,70,0
2020-03-25,0.09000473709142587,40.753061444873424,5.323625022654549,603.1428571428571,54.285714285714285,0.10993975903614457,,,,-,664,73,0
