Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,SNF Cases
2023-12-29,,,,,249,27,,
2023-12-28,,,,,250,25,,
2023-12-27,,,,,240,24,,
2023-12-26,,,,,239,28,,
2023-12-25,,,,,217,27,,
2023-12-24,,,,,210,26,,
2023-12-23,,,,,197,25,,
2023-12-22,,,,,195,24,,
2023-12-21,,,,,193,22,,
2023-12-20,,,,,185,22,,
2023-12-19,,,,,113,15,,
2023-12-18,,,,,118,15,,
2023-12-17,,,,,123,15,,
2023-12-16,,,,,150,12,,
2023-12-15,,,,,148,14,,
2023-12-14,,,,,169,17,,
2023-12-13,,,,,169,14,,
2023-12-12,,,,,142,12,,
2023-12-11,,,,,120,14,,
2023-12-10,,,,,125,12,,
2023-12-09,,,,,117,14,,
2023-12-08,,,,,113,13,,
2023-12-07,,,,872,120,14,9,31
2023-12-06,592,86,8454,0,117,18,0,0
2023-12-05,1036,112,0,0,122,19,0,0
2023-12-04,1173,204,0,0,114,16,0,0
2023-12-03,881,99,0,0,112,15,0,0
2023-12-02,770,92,0,0,108,9,0,0
2023-12-01,1161,131,0,0,116,8,0,0
2023-11-30,1480,164,0,761,118,10,11,25
2023-11-29,1332,123,8475,0,123,14,0,0
2023-11-28,1322,156,0,0,120,11,0,0
2023-11-27,1468,161,0,0,114,11,0,0
2023-11-26,946,95,0,0,114,13,0,0
2023-11-25,744,92,0,0,106,13,0,0
2023-11-24,1037,105,0,0,83,11,0,0
2023-11-23,589,62,0,0,74,11,0,0
2023-11-22,1081,98,0,457,73,9,7,19
2023-11-21,1068,97,6152,0,86,9,0,0
2023-11-20,1221,95,0,0,87,11,0,0
2023-11-19,871,82,0,0,81,7,0,0
2023-11-18,700,69,0,0,81,4,0,0
2023-11-17,1050,106,0,0,80,5,0,0
2023-11-16,1413,91,0,523,71,7,8,12
2023-11-15,1006,82,7638,0,64,4,0,0
2023-11-14,1183,82,0,0,67,4,0,0
2023-11-13,1314,89,0,0,65,5,0,0
2023-11-12,666,60,0,0,70,6,0,0
2023-11-11,627,54,0,0,67,4,0,0
2023-11-10,1070,69,0,0,70,5,0,0
2023-11-09,1148,85,0,487,76,6,13,1
2023-11-08,995,83,7061,0,49,3,0,0
2023-11-07,1103,97,0,0,127,8,0,0
2023-11-06,1208,84,0,0,51,6,0,0
2023-11-05,819,66,0,0,56,7,0,0
2023-11-04,599,61,0,0,53,8,0,0
2023-11-03,900,84,0,0,59,7,0,0
2023-11-02,1372,68,0,387,63,4,15,7
2023-11-01,1099,79,6531,0,66,5,0,0
2023-10-31,1071,64,0,0,76,6,0,0
2023-10-30,1092,64,0,0,74,9,0,0
2023-10-29,660,39,0,0,67,9,0,0
2023-10-28,531,53,0,0,70,9,0,0
2023-10-27,987,66,0,0,68,7,0,0
2023-10-26,1152,75,0,515,68,4,16,20
2023-10-25,1211,75,7333,0,60,5,0,0
2023-10-24,1320,88,0,0,64,7,0,0
2023-10-23,1258,98,0,0,77,7,0,0
2023-10-22,525,41,0,0,86,10,0,0
2023-10-21,598,59,0,0,104,9,0,0
2023-10-20,994,90,0,0,103,10,0,0
2023-10-19,1217,92,0,530,102,14,19,3
2023-10-18,1050,99,6903,0,102,12,0,0
2023-10-17,1278,101,0,0,99,11,0,0
2023-10-16,1204,108,0,0,91,12,0,0
2023-10-15,577,55,0,0,91,8,0,0
2023-10-14,603,65,0,0,96,9,0,0
2023-10-13,962,77,0,0,92,11,0,0
2023-10-12,1329,99,0,594,107,15,14,2
2023-10-11,1137,87,7324,0,92,11,0,0
2023-10-10,1242,106,0,0,99,14,0,0
2023-10-09,1342,112,0,0,117,11,0,0
2023-10-08,781,53,0,0,128,9,0,0
2023-10-07,740,82,0,0,115,13,0,0
2023-10-06,967,90,0,0,124,10,0,0
2023-10-05,1367,129,0,751,116,12,15,12
2023-10-04,1080,83,8184,0,94,9,0,0
2023-10-03,1222,108,0,0,114,12,0,0
2023-10-02,1179,129,0,0,92,12,0,0
2023-10-01,728,72,0,0,112,12,0,0
2023-09-30,644,104,0,0,123,14,0,0
2023-09-29,1002,112,0,0,126,14,0,0
2023-09-28,1356,132,0,972,126,14,12,1
2023-09-27,1377,149,7767,0,171,15,0,0
2023-09-26,1377,182,0,0,135,16,0,0
2023-09-25,1464,211,0,0,127,16,0,0
2023-09-24,680,97,0,0,126,13,0,0
2023-09-23,720,117,0,0,127,13,0,0
2023-09-22,1163,163,0,0,111,12,0,0
2023-09-21,1407,153,0,1134,117,13,15,28
2023-09-20,1214,171,8130,0,138,15,0,0
2023-09-19,1401,202,0,0,129,17,0,0
2023-09-18,1403,189,0,0,132,19,0,0
2023-09-17,707,106,0,0,118,18,0,0
2023-09-16,855,152,0,0,130,17,0,0
2023-09-15,1120,184,0,0,127,15,0,0
2023-09-14,1362,193,0,1477,150,18,12,13
2023-09-13,1308,226,9772,0,135,20,0,0
2023-09-12,1291,227,0,0,129,17,0,0
2023-09-11,1543,236,0,0,118,13,0,0
2023-09-10,830,144,0,0,189,13,0,0
2023-09-09,896,159,0,0,81,7,0,0
2023-09-08,1393,188,0,0,110,10,0,0
2023-09-07,1361,186,0,1706,112,14,16,0
2023-09-06,1471,217,10260,0,115,13,0,0
2023-09-05,1536,263,0,0,119,11,0,0
2023-09-04,881,162,0,0,118,12,0,0
2023-09-03,744,139,0,0,127,12,0,0
2023-09-02,829,162,0,0,104,12,0,0
2023-09-01,1257,240,0,0,112,15,0,0
2023-08-31,1583,235,0,1053,120,13,3,0
2023-08-30,1333,233,6696,0,142,14,0,0
2023-08-29,1489,254,0,0,120,11,0,0
2023-08-28,1303,252,0,0,132,12,0,0
2023-08-27,814,147,0,0,122,13,0,0
2023-08-26,902,163,0,0,111,11,0,0
2023-08-25,1145,208,0,0,117,13,0,0
2023-08-24,1377,236,0,1258,107,15,9,4
2023-08-23,1514,247,7556,0,101,11,0,0
2023-08-22,1333,249,0,0,86,12,0,0
2023-08-21,1167,255,0,0,83,12,0,0
2023-08-20,625,133,0,0,74,12,0,0
2023-08-19,732,180,0,0,68,5,0,0
2023-08-18,1043,216,0,0,71,5,0,0
2023-08-17,1439,208,0,1007,75,8,4,5
2023-08-16,1365,215,7632,0,77,6,0,0
2023-08-15,1118,209,0,0,70,8,0,0
2023-08-14,1432,227,0,0,59,10,0,0
2023-08-13,677,114,0,0,58,10,0,0
2023-08-12,682,143,0,0,61,4,0,0
2023-08-11,990,168,0,0,68,2,0,0
2023-08-10,1318,168,0,796,74,4,10,1
2023-08-09,1160,165,6210,0,63,4,0,0
2023-08-08,1258,188,0,0,60,6,0,0
2023-08-07,1029,202,0,0,63,7,0,0
2023-08-06,590,85,0,0,80,5,0,0
2023-08-05,569,102,0,0,61,4,0,0
2023-08-04,842,142,0,0,73,7,0,0
2023-08-03,1126,113,0,708,70,6,3,4
2023-08-02,1065,133,6306,0,82,32,0,0
2023-08-01,1064,137,0,0,56,6,0,0
2023-07-31,1094,152,0,0,66,2,0,0
2023-07-30,542,74,0,0,60,2,0,0
2023-07-29,559,89,0,0,48,5,0,0
2023-07-28,808,96,0,0,41,6,0,0
2023-07-27,1095,102,0,613,52,7,5,15
2023-07-26,1039,98,7447,0,46,7,0,0
2023-07-25,1102,121,0,0,54,6,0,0
2023-07-24,956,115,0,0,52,6,0,0
2023-07-23,575,64,0,0,58,6,0,0
2023-07-22,546,61,0,0,60,7,0,0
2023-07-21,827,82,0,0,65,10,0,0
2023-07-20,1213,102,0,522,56,8,10,0
2023-07-19,887,72,6503,0,54,7,0,0
2023-07-18,1122,94,0,0,63,6,0,0
2023-07-17,1025,100,0,0,56,6,0,0
2023-07-16,566,52,0,0,50,5,0,0
2023-07-15,410,35,0,0,68,5,0,0
2023-07-14,733,66,0,0,63,5,0,0
2023-07-13,1131,81,0,528,51,4,1,5
2023-07-12,1005,61,6628,0,64,6,0,0
2023-07-11,1058,74,0,0,66,5,0,0
2023-07-10,960,79,0,0,64,6,0,0
2023-07-09,600,49,0,0,67,8,0,0
2023-07-08,595,54,0,0,57,7,0,0
2023-07-07,895,62,0,0,59,5,0,0
2023-07-06,1164,87,0,371,61,7,7,0
2023-07-05,1023,74,5320,0,52,6,0,0
2023-07-04,586,48,0,0,54,6,0,0
2023-07-03,827,71,0,0,50,5,0,0
2023-07-02,586,35,0,0,45,5,0,0
2023-07-01,576,44,0,0,39,5,0,0
2023-06-30,833,55,0,0,34,4,0,0
2023-06-29,1240,58,0,428,34,5,10,0
2023-06-28,944,52,10721,0,32,5,0,0
2023-06-27,1041,48,0,0,39,5,0,0
2023-06-26,978,61,0,0,40,5,0,0
2023-06-25,572,32,0,0,40,6,0,0
2023-06-24,568,46,0,0,40,4,0,0
2023-06-23,815,52,0,0,42,4,0,0
2023-06-22,1258,70,0,2522,41,4,9,0
2023-06-21,1051,50,6083,0,49,5,0,0
2023-06-20,1424,55,0,0,43,6,0,0
2023-06-19,1043,62,0,0,55,6,0,0
2023-06-18,626,29,0,0,56,7,0,0
2023-06-17,615,62,0,0,52,5,0,0
2023-06-16,960,53,0,0,52,5,0,0
2023-06-15,1108,57,0,304,49,4,12,7
2023-06-14,1123,48,7053,0,43,9,0,0
2023-06-13,1378,73,0,0,48,7,0,0
2023-06-12,1246,73,0,0,54,12,0,0
2023-06-11,523,34,0,0,56,11,0,0
2023-06-10,414,26,0,0,53,9,0,0
2023-06-09,990,52,0,0,67,11,0,0
2023-06-08,1395,52,0,419,59,12,8,13
2023-06-07,1182,58,9023,0,62,11,0,0
2023-06-06,1508,100,0,0,60,11,0,0
2023-06-05,1356,79,0,0,68,11,0,0
2023-06-04,794,52,0,0,65,16,0,0
2023-06-03,771,51,0,0,51,10,0,0
2023-06-02,1112,52,0,0,71,11,0,0
2023-06-01,1591,68,0,437,68,12,11,0
2023-05-31,1303,60,9933,0,63,11,0,0
2023-05-30,1769,137,0,0,59,10,0,0
2023-05-29,947,46,0,0,64,10,0,0
2023-05-28,780,42,0,0,72,9,0,0
2023-05-27,684,46,0,0,70,10,0,0
2023-05-26,1245,73,0,0,68,9,0,0
2023-05-25,1619,67,0,436,68,7,12,0
2023-05-24,1354,62,9698,0,65,5,0,0
2023-05-23,1425,78,0,0,61,6,0,0
2023-05-22,1437,83,0,0,78,6,0,0
2023-05-21,786,46,0,0,71,11,0,0
2023-05-20,735,54,0,0,74,9,0,0
2023-05-19,1329,64,0,0,75,9,0,0
2023-05-18,1532,69,0,463,76,9,11,0
2023-05-17,1581,64,11513,0,82,10,0,0
2023-05-16,1753,76,0,0,84,11,0,0
2023-05-15,1741,92,0,0,80,11,0,0
2023-05-14,1112,50,0,0,73,10,0,0
2023-05-13,959,41,0,0,73,10,0,0
2023-05-12,1676,56,0,0,72,11,0,0
2023-05-11,1767,88,0,548,82,11,25,0
2023-05-10,2252,96,13646,0,83,9,0,0
2023-05-09,2674,92,0,0,73,9,0,0
2023-05-08,2164,111,0,0,81,10,0,0
2023-05-07,1246,53,0,0,74,7,0,0
2023-05-06,914,68,0,0,74,10,0,0
2023-05-05,2023,73,0,0,67,11,0,0
2023-05-04,2171,74,0,1859,64,8,18,0
2023-05-03,2322,90,13828,0,67,11,0,0
2023-05-02,2921,75,0,0,64,13,0,0
2023-05-01,2525,66,0,0,72,12,0,0
2023-04-30,1304,56,0,0,76,13,0,0
2023-04-29,1290,44,0,0,79,15,0,0
2023-04-28,1950,79,0,0,73,13,0,0
2023-04-27,1894,80,0,562,77,14,9,0
2023-04-26,2568,84,15135,0,86,12,0,0
2023-04-25,3104,101,0,0,82,14,0,0
2023-04-24,2500,92,0,0,99,11,0,0
2023-04-23,1209,59,0,0,93,12,0,0
2023-04-22,1207,57,0,0,88,14,0,0
2023-04-21,2049,96,0,0,86,15,0,0
2023-04-20,2257,99,0,664,88,12,10,30
2023-04-19,2336,92,14636,0,79,12,0,0
2023-04-18,3014,100,0,0,89,11,0,0
2023-04-17,2628,95,0,0,100,9,0,0
2023-04-16,1182,49,0,0,92,11,0,0
2023-04-15,1574,81,0,0,87,11,0,0
2023-04-14,2237,83,0,0,103,12,0,0
2023-04-13,2468,107,0,573,105,14,26,7
2023-04-12,2837,96,15152,0,91,13,0,0
2023-04-11,3004,121,0,0,91,13,0,0
2023-04-10,2713,94,0,0,102,15,0,0
2023-04-09,1244,59,0,0,88,14,0,0
2023-04-08,1474,88,0,0,79,13,0,0
2023-04-07,2198,74,0,0,92,12,0,0
2023-04-06,2578,112,0,656,155,13,6,6
2023-04-05,2636,83,16129,0,87,8,0,0
2023-04-04,2929,103,0,0,101,12,0,0
2023-04-03,2912,142,0,0,107,14,0,0
2023-04-02,1233,71,0,0,107,13,0,0
2023-04-01,1426,73,0,0,102,9,0,0
2023-03-31,2504,137,0,0,106,13,0,0
2023-03-30,2269,101,0,666,106,15,49,22
2023-03-29,2510,130,15481,0,110,16,0,0
2023-03-28,3225,116,0,0,121,19,0,0
2023-03-27,2905,136,0,0,131,19,0,0
2023-03-26,1246,90,0,0,121,17,0,0
2023-03-25,1390,73,0,0,119,16,0,0
2023-03-24,2426,122,0,0,125,20,0,0
2023-03-23,2670,118,0,808,112,16,21,14
2023-03-22,2892,135,16679,0,121,19,0,0
2023-03-21,3065,129,0,0,129,22,0,0
2023-03-20,2993,144,0,0,140,25,0,0
2023-03-19,1338,108,0,0,137,22,0,0
2023-03-18,1429,86,0,0,139,23,0,0
2023-03-17,2568,127,0,0,135,20,0,0
2023-03-16,2794,139,0,940,136,19,17,17
2023-03-15,2889,148,18796,0,147,21,0,0
2023-03-14,3410,140,0,0,150,23,0,0
2023-03-13,3374,190,0,0,150,21,0,0
2023-03-12,1365,102,0,0,151,22,0,0
2023-03-11,1699,104,0,0,153,17,0,0
2023-03-10,2911,138,0,0,171,22,0,0
2023-03-09,2775,184,0,940,149,24,14,29
2023-03-08,3116,199,19118,0,157,21,0,0
2023-03-07,3837,178,0,0,145,22,0,0
2023-03-06,3955,202,0,0,129,18,0,0
2023-03-05,1627,105,0,0,149,26,0,0
2023-03-04,1749,109,0,0,154,23,0,0
2023-03-03,3002,161,0,0,183,29,0,0
2023-03-02,3022,188,0,1314,172,24,21,14
2023-03-01,2758,199,27235,0,177,19,0,0
2023-02-28,3736,233,0,0,180,22,0,0
2023-02-27,3524,204,0,0,182,21,0,0
2023-02-26,1657,130,0,0,174,21,0,0
2023-02-25,1713,147,0,0,175,18,0,0
2023-02-24,2937,194,0,0,179,25,0,0
2023-02-23,3330,218,0,1380,187,29,28,20
2023-02-22,3273,267,24514,0,182,19,0,0
2023-02-21,4060,291,0,0,182,20,0,0
2023-02-20,3082,277,0,0,179,21,0,0
2023-02-19,1554,170,0,0,162,17,0,0
2023-02-18,1921,164,0,0,152,16,0,0
2023-02-17,3006,204,0,0,171,21,0,0
2023-02-16,3536,280,0,1426,181,22,15,28
2023-02-15,3523,250,22002,0,170,26,0,0
2023-02-14,4104,279,0,0,180,26,0,0
2023-02-13,3813,272,0,0,182,21,0,0
2023-02-12,1551,146,0,0,162,21,0,0
2023-02-11,1779,175,0,0,164,17,0,0
2023-02-10,3162,243,0,0,166,17,0,0
2023-02-09,3572,245,0,1443,178,21,45,17
2023-02-08,3809,290,23921,0,164,19,0,0
2023-02-07,4538,270,0,0,171,18,0,0
2023-02-06,4361,271,0,0,174,20,0,0
2023-02-05,1806,141,0,0,178,17,0,0
2023-02-04,2389,182,0,0,181,20,0,0
2023-02-03,3569,213,0,0,169,18,0,0
2023-02-02,3555,226,0,1400,182,21,57,31
2023-02-01,3852,233,24650,0,170,28,0,0
2023-01-31,4608,240,0,0,182,25,0,0
2023-01-30,4401,274,0,0,161,25,0,0
2023-01-29,1916,133,0,0,164,25,0,0
2023-01-28,2113,144,0,0,160,27,0,0
2023-01-27,3291,193,0,0,182,25,0,0
2023-01-26,3418,231,0,1223,165,29,26,32
2023-01-25,3943,223,23021,0,178,28,0,0
2023-01-24,4870,246,0,0,189,29,0,0
2023-01-23,4412,229,0,0,204,27,0,0
2023-01-22,1735,130,0,0,214,26,0,0
2023-01-21,2024,162,0,0,207,27,0,0
2023-01-20,3336,207,0,0,210,27,0,0
2023-01-19,3823,242,0,1515,219,30,23,24
2023-01-18,4446,252,23494,0,248,28,0,0
2023-01-17,5593,255,0,0,272,34,0,0
2023-01-16,3705,268,0,0,277,32,0,0
2023-01-15,1905,174,0,0,262,30,0,0
2023-01-14,2028,145,0,0,237,29,0,0
2023-01-13,3690,281,0,0,249,28,0,0
2023-01-12,4065,330,0,2246,257,28,36,36
2023-01-11,4994,317,28296,0,278,34,0,0
2023-01-10,5170,315,0,0,300,36,0,0
2023-01-09,5099,394,0,0,301,34,0,0
2023-01-08,2234,248,0,0,290,26,0,0
2023-01-07,2348,314,0,0,284,27,0,0
2023-01-06,4205,425,0,0,320,35,0,0
2023-01-05,4304,439,0,3195,346,29,32,43
2023-01-04,4996,496,23953,0,352,30,0,0
2023-01-03,6175,616,0,0,350,33,0,0
2023-01-02,3715,509,0,0,340,28,0,0
2023-01-01,1448,218,0,0,342,24,0,0
2022-12-31,1914,349,0,0,315,30,0,0
2022-12-30,3608,558,0,0,325,31,0,0
2022-12-29,4263,603,0,3269,348,34,24,120
2022-12-28,4584,706,26136,0,329,47,0,0
2022-12-27,5888,772,0,0,332,43,0,0
2022-12-26,3599,637,0,0,305,31,0,0
2022-12-25,1201,175,0,0,310,34,0,0
2022-12-24,1736,297,0,0,308,32,0,0
2022-12-23,3524,524,0,0,327,37,0,0
2022-12-22,4398,599,0,3360,329,32,42,67
2022-12-21,4698,666,28394,0,338,40,0,0
2022-12-20,5757,723,0,0,351,48,0,0
2022-12-19,5536,700,0,0,347,51,0,0
2022-12-18,2138,346,0,0,358,44,0,0
2022-12-17,2386,348,0,0,351,51,0,0
2022-12-16,4452,526,0,0,368,51,0,0
2022-12-15,4868,595,0,3466,376,56,14,122
2022-12-14,4614,631,29861,0,377,49,0,0
2022-12-13,5755,678,0,0,368,48,0,0
2022-12-12,6272,756,0,0,348,48,0,0
2022-12-11,2181,341,0,0,324,46,0,0
2022-12-10,2314,410,0,0,349,56,0,0
2022-12-09,4142,539,0,0,356,53,0,0
2022-12-08,4722,584,0,4449,378,51,17,58
2022-12-07,4847,613,37592,0,388,48,0,0
2022-12-06,6370,734,0,0,359,48,0,0
2022-12-05,6338,800,0,0,349,48,0,0
2022-12-04,2384,396,0,0,343,48,0,0
2022-12-03,2571,421,0,0,329,49,0,0
2022-12-02,5125,676,0,0,299,55,0,0
2022-12-01,5162,693,0,3690,303,48,6,44
2022-11-30,5652,820,32430,0,299,38,0,0
2022-11-29,6579,899,0,0,278,32,0,0
2022-11-28,6798,887,0,0,255,34,0,0
2022-11-27,2677,451,0,0,248,34,0,0
2022-11-26,2572,424,0,0,245,33,0,0
2022-11-25,3454,484,0,0,242,32,0,0
2022-11-24,1439,145,0,0,225,30,0,0
2022-11-23,4398,471,0,1959,222,32,10,17
2022-11-22,4968,521,23223,0,203,32,0,0
2022-11-21,5173,503,26610,0,202,32,0,0
2022-11-20,2339,245,26610,0,185,29,0,0
2022-11-19,2505,231,26610,0,169,27,0,0
2022-11-18,4131,364,26610,0,175,28,0,0
2022-11-17,4392,320,26610,1602,168,29,6,0
2022-11-16,4777,394,26610,0,143,22,0,0
2022-11-15,5191,346,27026,0,135,24,0,0
2022-11-14,5513,388,27026,0,139,21,0,0
2022-11-13,2180,187,27026,0,127,21,0,0
2022-11-12,2308,192,27026,0,111,16,0,0
2022-11-11,3695,233,27026,0,105,18,0,0
2022-11-10,4238,272,27026,1172,109,19,14,0
2022-11-09,4378,287,27026,0,112,20,0,0
2022-11-08,4992,264,28498,0,115,20,0,0
2022-11-07,5217,315,28498,0,114,20,0,0
2022-11-06,2267,172,28498,0,103,17,0,0
2022-11-05,2480,121,28498,0,106,19,0,0
2022-11-04,4393,205,28498,0,107,17,0,0
2022-11-03,4263,206,28498,1293,120,16,23,5
2022-11-02,4126,218,28498,0,113,16,0,0
2022-11-01,6252,221,25774,0,125,19,0,0
2022-10-31,4876,261,25774,0,105,14,0,0
2022-10-30,2021,103,25774,0,113,16,0,0
2022-10-29,1991,136,25774,0,106,15,0,0
2022-10-28,4252,207,25774,0,117,17,0,0
2022-10-27,3922,213,25774,1136,103,18,23,25
2022-10-26,4530,204,25774,0,118,14,0,0
2022-10-25,5579,206,25253,0,108,17,0,0
2022-10-24,4918,238,25253,0,98,14,0,0
2022-10-23,1933,108,25253,0,100,12,0,0
2022-10-22,1922,138,25253,0,104,9,0,0
2022-10-21,3843,161,25253,0,112,15,0,0
2022-10-20,4011,230,25253,1427,113,9,7,25
2022-10-19,4264,198,25253,0,116,11,0,0
2022-10-18,5176,205,27846,0,104,13,0,0
2022-10-17,4650,224,27846,0,109,18,0,0
2022-10-16,1714,132,27846,0,121,20,0,0
2022-10-15,1996,114,27846,0,125,20,0,0
2022-10-14,3361,184,27846,0,119,16,0,0
2022-10-13,3906,189,27846,1328,117,18,29,36
2022-10-12,4541,203,27846,0,125,21,0,0
2022-10-11,4966,230,27731,0,137,19,0,0
2022-10-10,4488,242,27731,0,148,19,0,0
2022-10-09,1826,129,27731,0,142,17,0,0
2022-10-08,1942,141,27731,0,134,15,0,0
2022-10-07,3603,222,27731,0,116,20,0,0
2022-10-06,4297,202,27731,1495,133,15,9,24
2022-10-05,4187,235,27731,0,133,14,0,0
2022-10-04,5233,267,32018,0,142,11,0,0
2022-10-03,5379,316,32018,0,147,16,0,0
2022-10-02,1837,167,32018,0,151,19,0,0
2022-10-01,2099,153,32018,0,145,21,0,0
2022-09-30,3705,284,32018,0,148,23,0,0
2022-09-29,4398,286,32018,1598,163,18,18,22
2022-09-28,5024,314,32018,0,147,22,0,0
2022-09-27,5881,308,35053,0,135,22,0,0
2022-09-26,5714,343,35053,0,140,23,0,0
2022-09-25,2197,180,35053,0,137,21,0,0
2022-09-24,2185,208,35053,0,130,23,0,0
2022-09-23,4222,271,35053,0,130,23,0,0
2022-09-22,5134,274,35053,1824,133,26,27,1
2022-09-21,5539,341,35053,0,124,21,0,0
2022-09-20,6459,319,45675,0,124,19,0,0
2022-09-19,6060,338,45675,0,148,19,0,0
2022-09-18,2493,208,45675,0,157,20,0,0
2022-09-17,2686,197,45675,0,150,22,0,0
2022-09-16,4484,269,45675,0,145,21,0,0
2022-09-15,5571,332,45675,1923,140,21,16,33
2022-09-14,6114,342,45675,0,150,21,0,0
2022-09-13,6946,336,36223,0,169,27,0,0
2022-09-12,6235,376,36223,0,181,22,0,0
2022-09-11,2304,207,36223,0,179,24,0,0
2022-09-10,2425,238,36223,0,176,24,0,0
2022-09-09,4658,335,36223,1422,195,25,24,5
2022-09-08,6029,381,36223,0,189,26,0,0
2022-09-07,6730,429,36223,0,204,28,0,0
2022-09-06,8729,577,36223,901,213,31,8,24
2022-09-05,2402,209,36223,0,203,34,0,0
2022-09-04,2221,250,41905,0,209,37,0,0
2022-09-03,2484,261,41905,0,203,36,0,0
2022-09-02,4552,382,41905,1327,202,30,7,37
2022-09-01,5952,509,41905,0,206,28,0,0
2022-08-31,7028,527,41905,0,208,40,0,0
2022-08-30,7972,521,41905,1664,204,27,6,21
2022-08-29,7257,622,41905,0,220,25,0,0
2022-08-28,2483,332,41779,0,225,26,0,0
2022-08-27,2862,367,41779,0,216,30,0,0
2022-08-26,5643,534,41779,1612,224,31,14,32
2022-08-25,6281,552,41779,0,230,36,0,0
2022-08-24,6935,640,41779,0,210,28,0,0
2022-08-23,8214,720,41779,1950,258,37,27,17
2022-08-22,7800,831,41779,0,259,35,0,0
2022-08-21,2755,429,47517,0,253,33,0,0
2022-08-20,2873,453,47517,0,236,36,0,0
2022-08-19,5516,590,47517,2076,250,31,29,44
2022-08-18,6763,761,47517,0,271,36,0,0
2022-08-17,7396,827,47517,0,297,42,0,0
2022-08-16,8257,931,47517,2615,314,45,12,15
2022-08-15,7679,916,47517,0,314,44,0,0
2022-08-14,2787,515,48946,0,299,38,0,0
2022-08-13,3116,537,48946,0,299,38,0,0
2022-08-12,5845,844,48946,2308,310,45,15,14
2022-08-11,7190,914,48946,0,291,44,0,0
2022-08-10,7689,1076,48946,0,289,46,0,0
2022-08-09,9407,1065,48946,2978,286,50,12,31
2022-08-08,8731,1164,48946,0,282,40,0,0
2022-08-07,3146,621,58608,0,274,43,0,0
2022-08-06,3388,633,58608,0,275,39,0,0
2022-08-05,6604,1028,58608,2864,269,34,21,30
2022-08-04,7849,1080,58608,0,271,33,0,0
2022-08-03,8864,1179,58608,0,258,36,0,0
2022-08-02,10140,1225,58608,3708,274,37,11,41
2022-08-01,9284,1335,58608,0,295,49,0,0
2022-07-31,3421,737,61026,0,296,43,0,0
2022-07-30,3876,801,61026,0,316,39,0,0
2022-07-29,7549,1250,61026,3790,332,43,8,33
2022-07-28,8357,1294,61026,0,338,49,0,0
2022-07-27,9419,1427,61026,0,350,48,0,0
2022-07-26,11159,1548,61026,4596,341,39,6,30
2022-07-25,10511,1778,61026,0,341,35,0,0
